num_acao;num_instancia;c_juiz;c_uf_juiz;c_cid_juiz;num_vara;c_uf_vara;c_cid_vara;c_ganho_causa;num_valor
80639;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;52257.89
103281;1;Fabio Nucatti Verberom;ES;Vitoria;2;RS;Porto Alegre;Funcionario;19885.16
52652;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;86269.77
119207;1;Fabio Nucatti Verberom;ES;Vitoria;2;RS;Porto Alegre;Funcionario;71488.82
10466;1;Roberto Paulo de Andrade;MS;Campo Grande;5;SP;Sao Paulo;Funcionario;100405.93
60376;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;19825.38
102405;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;38415.41
33396;1;Fabio Nucatti Verberom;ES;Vitoria;2;RS;Porto Alegre;Funcionario;13214.25
55143;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;33985.20
25992;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;53465.55
65171;1;Rodrigo Rodrigues;RR;Boa Bista;5;SP;Sao Paulo;Funcionario;71848.63
72577;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;58631.93
99474;1;Fabio Nucatti Verberom;ES;Vitoria;2;RS;Porto Alegre;Funcionario;14844.22
33896;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;52893.13
75156;3;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;21043.44
112468;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;12267.92
73995;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;70963.24
22751;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;65854.38
76612;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;9376.47
64800;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;15522.09
29109;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;51180.66
83435;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;24096.06
68768;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;16414.98
118635;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;52467.67
89574;1;Anibal Esteves;PE;Recife;2;SP;Santos;Funcionario;76216.75
63677;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;40600.63
116074;1;Rodrigo Rodrigues;RR;Boa Bista;5;SP;Sao Paulo;Funcionario;62293.65
101569;1;Alexssandro Silveira Motta;PR;Curitiba;4;ES;Vitoria;Funcionario;38130.35
44991;1;Roberto Paulo de Andrade;MS;Campo Grande;5;SP;Sao Paulo;Funcionario;58798.12
61770;1;Roberto Paulo de Andrade;MS;Campo Grande;5;SP;Sao Paulo;Funcionario;47084.21
5779;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;31489.86
118296;1;Roberto Paulo de Andrade;MS;Campo Grande;5;SP;Sao Paulo;Funcionario;174762.59
111064;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;50980.22
20373;1;Roberto Paulo de Andrade;MS;Campo Grande;5;SP;Sao Paulo;Funcionario;142628.14
23350;1;Rodrigo Rodrigues;RR;Boa Bista;5;SP;Sao Paulo;Funcionario;45517.28
106936;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;80786.72
51506;1;Roberto Paulo de Andrade;MS;Campo Grande;5;SP;Sao Paulo;Funcionario;28667.57
28976;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;55326.72
33446;1;Anibal Esteves;PE;Recife;2;SP;Santos;Funcionario;70431.29
14968;3;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Empresa;0
83771;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;91371.03
89829;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;27292.24
34894;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;32519.39
109849;1;Anibal Esteves;PE;Recife;2;SP;Santos;Funcionario;93103.95
41341;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;84784.84
21228;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;94177.70
79605;1;Rodrigo Rodrigues;RR;Boa Bista;5;SP;Sao Paulo;Funcionario;67729.18
79118;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;94149.93
90181;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;92124.44
5274;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;99354.12
21451;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;67660.28
12776;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;83052.66
118551;1;Roberto Paulo de Andrade;MS;Campo Grande;5;SP;Sao Paulo;Funcionario;16079.70
20304;1;Rodrigo Rodrigues;RR;Boa Bista;5;SP;Sao Paulo;Funcionario;19286.29
57204;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;45961.35
87930;3;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;54538.83
112067;1;Alexssandro Silveira Motta;PR;Curitiba;4;ES;Vitoria;Funcionario;70324.04
31001;1;Roberto Paulo de Andrade;MS;Campo Grande;5;SP;Sao Paulo;Funcionario;135338.35
112417;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;39283.34
75628;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;71975.61
35885;1;Alexssandro Silveira Motta;PR;Curitiba;4;ES;Vitoria;Funcionario;36357.87
116004;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;26176.38
116014;1;Rodrigo Rodrigues;RR;Boa Bista;5;SP;Sao Paulo;Funcionario;46489.61
44491;1;Fabio Nucatti Verberom;ES;Vitoria;2;RS;Porto Alegre;Funcionario;83152.65
14930;1;Jose Bonifacio da Silva;RN;Natal;10;DF;DF;Funcionario;19065.92
68560;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;3706.77
37461;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;31332.51
20531;1;Fabio Nucatti Verberom;ES;Vitoria;2;RS;Porto Alegre;Funcionario;52701.34
84691;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;77145.51
82084;1;Jose Bonifacio da Silva;RN;Natal;10;DF;DF;Funcionario;342300.14
80436;1;Rodrigo Rodrigues;RR;Boa Bista;5;SP;Sao Paulo;Funcionario;61401.51
81947;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;58410.47
112846;1;Fabio Nucatti Verberom;ES;Vitoria;2;RS;Porto Alegre;Funcionario;3112.50
32691;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;12827.59
54102;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;76234.23
55990;1;Rodrigo Rodrigues;RR;Boa Bista;5;SP;Sao Paulo;Funcionario;33474.87
110848;1;Fabio Nucatti Verberom;ES;Vitoria;2;RS;Porto Alegre;Funcionario;20044.66
74976;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;7478.57
65724;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;70373.66
57867;1;Anibal Esteves;PE;Recife;2;SP;Santos;Funcionario;79824.49
25909;1;Jose Bonifacio da Silva;RN;Natal;10;DF;DF;Funcionario;3533.11
82412;1;Fabio Nucatti Verberom;ES;Vitoria;2;RS;Porto Alegre;Funcionario;45648.55
50216;1;Jose Bonifacio da Silva;RN;Natal;10;DF;DF;Funcionario;213442.56
11733;1;Roberto Paulo de Andrade;MS;Campo Grande;5;SP;Sao Paulo;Funcionario;73064.47
66627;1;Roberto Paulo de Andrade;MS;Campo Grande;5;SP;Sao Paulo;Funcionario;53825.95
102981;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;12658.14
7865;1;Roberto Paulo de Andrade;MS;Campo Grande;5;SP;Sao Paulo;Funcionario;180214.13
108776;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;57416.58
48952;1;Roberto Paulo de Andrade;MS;Campo Grande;5;SP;Sao Paulo;Funcionario;118597.19
88124;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;95275.81
63238;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;78971.32
89120;3;Fabio Nucatti Verberom;ES;Vitoria;2;RS;Porto Alegre;Funcionario;92525.50
41610;1;Roberto Paulo de Andrade;MS;Campo Grande;5;SP;Sao Paulo;Funcionario;104840.46
25878;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;54881.99
109638;1;Roberto Paulo de Andrade;MS;Campo Grande;5;SP;Sao Paulo;Funcionario;103337.96
37557;1;Anibal Esteves;PE;Recife;2;SP;Santos;Funcionario;94339.24
85156;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;28075.20
21696;1;Alexssandro Silveira Motta;PR;Curitiba;4;ES;Vitoria;Funcionario;10858.18
76341;1;Alexssandro Silveira Motta;PR;Curitiba;4;ES;Vitoria;Funcionario;11580.25
36518;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;29334.29
114093;1;Fabio Nucatti Verberom;ES;Vitoria;2;RS;Porto Alegre;Funcionario;16657.93
78770;1;Anibal Esteves;PE;Recife;2;SP;Santos;Funcionario;31417.75
67429;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;82772.51
43166;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;26691.68
35457;3;Rodrigo Rodrigues;RR;Boa Bista;5;SP;Sao Paulo;Funcionario;87570.02
93681;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;90585.41
5974;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;70139.64
75554;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;22877.65
55469;1;Anibal Esteves;PE;Recife;2;SP;Santos;Funcionario;75514.50
91783;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;69548.38
24101;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;94529.74
71018;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;54731.66
6963;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;77935.47
13394;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;52610.63
66968;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;65195.65
10497;1;Rodrigo Rodrigues;RR;Boa Bista;5;SP;Sao Paulo;Funcionario;99847.06
26887;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;63349.03
39471;1;Rodrigo Rodrigues;RR;Boa Bista;5;SP;Sao Paulo;Funcionario;94538.08
49344;1;Rodrigo Rodrigues;RR;Boa Bista;5;SP;Sao Paulo;Funcionario;39327.81
117741;1;Jose Bonifacio da Silva;RN;Natal;10;DF;DF;Funcionario;247762.35
57908;1;Anibal Esteves;PE;Recife;2;SP;Santos;Funcionario;42558.28
114125;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;55327.66
20806;3;Fabio Nucatti Verberom;ES;Vitoria;2;RS;Porto Alegre;Empresa;0
6235;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;87453.34
57111;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;44817.29
59739;1;Rodrigo Rodrigues;RR;Boa Bista;5;SP;Sao Paulo;Funcionario;81680.35
47721;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;9518.52
12485;1;Fabio Nucatti Verberom;ES;Vitoria;2;RS;Porto Alegre;Funcionario;7783.79
41718;1;Jefferson Rodrigues Alves;DF;DF;6;MS;Campo Grande;Funcionario;61377.77
8250;2;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;44992.88
20317;1;Rodrigo Rodrigues;RR;Boa Bista;5;SP;Sao Paulo;Funcionario;95938.54
85635;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;63188.11
54923;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;80061.56
61239;1;Anibal Esteves;PE;Recife;2;SP;Santos;Funcionario;78459.45
53521;1;Anibal Esteves;PE;Recife;2;SP;Santos;Funcionario;99555.26
83429;1;Fabio Nucatti Verberom;ES;Vitoria;2;RS;Porto Alegre;Funcionario;16516.49
60820;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;62913.65
23745;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;55040.62
33478;1;Rodrigo Rodrigues;RR;Boa Bista;5;SP;Sao Paulo;Funcionario;78458.02
6645;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;16723.29
26753;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;99618.18
47031;1;Anibal Esteves;PE;Recife;2;SP;Santos;Funcionario;76951.89
10683;3;Fabio Nucatti Verberom;ES;Vitoria;2;RS;Porto Alegre;Empresa;0
4945;1;Roberto Paulo de Andrade;MS;Campo Grande;5;SP;Sao Paulo;Funcionario;39287.03
49584;1;Roberto Paulo de Andrade;MS;Campo Grande;5;SP;Sao Paulo;Funcionario;175474.33
19439;1;Rodrigo Rodrigues;RR;Boa Bista;5;SP;Sao Paulo;Funcionario;15036.99
83871;1;Anibal Esteves;PE;Recife;2;SP;Santos;Funcionario;85596.22
51830;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;94397.50
27623;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;96475.21
116846;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;65189.33
113514;1;Roberto Paulo de Andrade;MS;Campo Grande;5;SP;Sao Paulo;Funcionario;127851.18
33865;1;Rodrigo Rodrigues;RR;Boa Bista;5;SP;Sao Paulo;Funcionario;94635.16
83701;3;Eduardo Silveira Mendes;PI;Teresina;2;GO;Anapolis;Funcionario;51521.81
23436;1;Jose Bonifacio da Silva;RN;Natal;10;DF;DF;Funcionario;126195.55
69713;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;61716.91
27633;1;Anibal Esteves;PE;Recife;2;SP;Santos;Funcionario;365.62
74744;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;45066.56
19561;1;Alexssandro Silveira Motta;PR;Curitiba;4;ES;Vitoria;Funcionario;12108.40
73512;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;28654.94
100162;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;7160.28
84475;1;Rodrigo Rodrigues;RR;Boa Bista;5;SP;Sao Paulo;Funcionario;41505.59
95668;1;Fabio Nucatti Verberom;ES;Vitoria;2;RS;Porto Alegre;Funcionario;16378.56
46128;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;84420.19
30426;1;Rodrigo Rodrigues;RR;Boa Bista;5;SP;Sao Paulo;Funcionario;63975.08
108145;1;Antonio Lorenzo;RO;Porto Velho;3;RJ;Rio de Janeiro;Funcionario;41220.07
52525;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;1916.36
29835;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;42884.56
109819;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;53309.63
37264;1;Jose Bonifacio da Silva;RN;Natal;10;DF;DF;Funcionario;91159.67
90965;1;Fabio Nucatti Verberom;ES;Vitoria;2;RS;Porto Alegre;Funcionario;94166.53
74048;1;Rodrigo Rodrigues;RR;Boa Bista;5;SP;Sao Paulo;Funcionario;42360.70
63197;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;34169.90
36116;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;38896.59
49212;1;Antonio Lorenzo;RO;Porto Velho;3;RJ;Rio de Janeiro;Funcionario;84415.35
59654;1;Roberto Paulo de Andrade;MS;Campo Grande;5;SP;Sao Paulo;Funcionario;33223.25
48013;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;19936.95
81109;1;Rodrigo Rodrigues;RR;Boa Bista;5;SP;Sao Paulo;Funcionario;42226.96
83457;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;22436.61
59587;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;97933.91
117929;1;Roberto Paulo de Andrade;MS;Campo Grande;5;SP;Sao Paulo;Funcionario;81908.11
76614;1;Fabio Nucatti Verberom;ES;Vitoria;2;RS;Porto Alegre;Funcionario;75480.40
68788;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;26564.17
63326;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;99022.41
63751;1;Rodrigo Rodrigues;RR;Boa Bista;5;SP;Sao Paulo;Funcionario;89506.68
77602;3;Anibal Esteves;PE;Recife;2;SP;Santos;Funcionario;30379.95
68708;3;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;7521.78
83941;1;Rodrigo Rodrigues;RR;Boa Bista;5;SP;Sao Paulo;Funcionario;57648.42
104941;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;69824.69
113226;1;Jose Bonifacio da Silva;RN;Natal;10;DF;DF;Funcionario;348696.11
77220;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;12924.90
54914;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;82648.41
10649;1;Rodrigo Rodrigues;RR;Boa Bista;5;SP;Sao Paulo;Funcionario;30675.64
74135;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;15457.88
66051;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;61943.21
87344;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;37057.20
106102;1;Fabio Nucatti Verberom;ES;Vitoria;2;RS;Porto Alegre;Funcionario;73324.92
111672;1;Jose Bonifacio da Silva;RN;Natal;10;DF;DF;Funcionario;214406.61
119933;1;Anibal Esteves;PE;Recife;2;SP;Santos;Funcionario;86698.22
9547;1;Fabio Nucatti Verberom;ES;Vitoria;2;RS;Porto Alegre;Funcionario;21587.01
110790;3;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Empresa;0
96300;1;Antonio Lorenzo;RO;Porto Velho;3;RJ;Rio de Janeiro;Funcionario;82089.97
114802;1;Eduardo Silveira Mendes;PI;Teresina;2;GO;Anapolis;Funcionario;26334.98
83879;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;14768.19
67543;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;33602.23
8888;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;91609.46
21101;1;Anibal Esteves;PE;Recife;2;SP;Santos;Funcionario;83975.57
6935;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;18274.08
26608;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;86941.86
23912;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;40249.91
118462;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;45762.74
98078;1;Rodrigo Rodrigues;RR;Boa Bista;5;SP;Sao Paulo;Funcionario;21980.99
112307;1;Rodrigo Rodrigues;RR;Boa Bista;5;SP;Sao Paulo;Funcionario;60284.50
16160;1;Anibal Esteves;PE;Recife;2;SP;Santos;Funcionario;81422.59
57911;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;56799.94
82284;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;39804.75
10924;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;20828.26
31433;1;Anibal Esteves;PE;Recife;2;SP;Santos;Funcionario;54505.28
105280;1;Alexssandro Silveira Motta;PR;Curitiba;4;ES;Vitoria;Funcionario;12675.42
34498;1;Anibal Esteves;PE;Recife;2;SP;Santos;Funcionario;76208.17
88586;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;14196.05
28550;1;Roberto Paulo de Andrade;MS;Campo Grande;5;SP;Sao Paulo;Funcionario;84022.06
93731;1;Rodrigo Rodrigues;RR;Boa Bista;5;SP;Sao Paulo;Funcionario;3720.28
81332;1;Rodrigo Rodrigues;RR;Boa Bista;5;SP;Sao Paulo;Funcionario;44746.37
93511;3;Eduardo Silveira Mendes;PI;Teresina;2;GO;Anapolis;Funcionario;57834.82
36249;2;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;28681.49
76238;1;Anibal Esteves;PE;Recife;2;SP;Santos;Funcionario;72841.55
40940;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;83291.41
84865;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;48577.88
22312;1;Jose Bonifacio da Silva;RN;Natal;10;DF;DF;Funcionario;52126.91
17924;1;Alexssandro Silveira Motta;PR;Curitiba;4;ES;Vitoria;Funcionario;77765.38
53411;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;3408.67
52162;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;7126.09
117613;1;Alexssandro Silveira Motta;PR;Curitiba;4;ES;Vitoria;Funcionario;45231.67
22982;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;28676.25
88261;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;39698.45
78336;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;43149.97
65124;1;Roberto Paulo de Andrade;MS;Campo Grande;5;SP;Sao Paulo;Funcionario;108982.39
20508;1;Jose Bonifacio da Silva;RN;Natal;10;DF;DF;Funcionario;79147.89
105861;2;Fabio Nucatti Verberom;ES;Vitoria;2;RS;Porto Alegre;Funcionario;78848.67
28148;1;Roberto Paulo de Andrade;MS;Campo Grande;5;SP;Sao Paulo;Funcionario;157612.01
28404;1;Fabio Nucatti Verberom;ES;Vitoria;2;RS;Porto Alegre;Funcionario;84072.24
11451;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;43586.54
30483;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;33100.49
54018;1;Rodrigo Rodrigues;RR;Boa Bista;5;SP;Sao Paulo;Funcionario;36061.98
93790;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;45554.40
41164;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;54621.87
38638;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;55401.81
41201;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;51162.02
47991;1;Roberto Paulo de Andrade;MS;Campo Grande;5;SP;Sao Paulo;Funcionario;152371.95
82178;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;53656.81
63750;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;35208.59
95312;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;13240.48
22485;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;48532.19
111429;1;Anibal Esteves;PE;Recife;2;SP;Santos;Funcionario;52283.32
66625;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;47713.05
68041;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;94950.30
103508;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;5871.50
77355;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;54367.12
65132;1;Jose Bonifacio da Silva;RN;Natal;10;DF;DF;Funcionario;89912.93
50784;1;Eduardo Silveira Mendes;PI;Teresina;2;GO;Anapolis;Funcionario;16295.54
88635;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;26797.91
30601;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;51557.03
43214;1;Rodrigo Rodrigues;RR;Boa Bista;5;SP;Sao Paulo;Funcionario;72618.98
59311;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;10973.90
34307;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;37951.72
13436;1;Eduardo Silveira Mendes;PI;Teresina;2;GO;Anapolis;Funcionario;2076.32
22328;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;89138.62
21041;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;21720.54
115394;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;41827.12
95917;1;Anibal Esteves;PE;Recife;2;SP;Santos;Funcionario;47693.42
80087;1;Jose Bonifacio da Silva;RN;Natal;10;DF;DF;Funcionario;41057.56
80533;1;Anibal Esteves;PE;Recife;2;SP;Santos;Funcionario;4653.14
16304;1;Alexssandro Silveira Motta;PR;Curitiba;4;ES;Vitoria;Funcionario;43604.12
27298;1;Eduardo Silveira Mendes;PI;Teresina;2;GO;Anapolis;Funcionario;46665.96
22182;1;Fabio Nucatti Verberom;ES;Vitoria;2;RS;Porto Alegre;Funcionario;70854.14
107049;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;46635.45
103633;1;Fabio Nucatti Verberom;ES;Vitoria;2;RS;Porto Alegre;Funcionario;33418.52
17250;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;98057.85
28465;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;35299.63
79685;1;Roberto Paulo de Andrade;MS;Campo Grande;5;SP;Sao Paulo;Funcionario;126768.94
56320;1;Rodrigo Rodrigues;RR;Boa Bista;5;SP;Sao Paulo;Funcionario;24490.50
25077;1;Fabio Nucatti Verberom;ES;Vitoria;2;RS;Porto Alegre;Funcionario;48830.33
23961;1;Anibal Esteves;PE;Recife;2;SP;Santos;Funcionario;16651.04
22334;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;74613.01
70983;1;Fabio Nucatti Verberom;ES;Vitoria;2;RS;Porto Alegre;Funcionario;89710.63
68501;1;Roberto Paulo de Andrade;MS;Campo Grande;5;SP;Sao Paulo;Funcionario;160623.69
